,Con,PP,PPName,Reg,AgtId,Agt,Dat,WggPar,WggGenQuot,WggEffPart,WggCitizen,WggParOth,WggEq,WggEqGen,WggSocEq,WggEqOth,WggGrp,WggIndNom,WggRefDisp,WggPreg,WggGrpOth,WggIntLaw,WggHR,WggHrSta,WggUnsc,WggIntLawOth,WggNewInst,WggInstWom,WggInf,WggRecon,WggNewInstOth,WggVio,WggVioSex,WggVioGen,WggVioProt,WggVioOth,WggTraJus,WggPast,WggPri,WggTraJusOth,WggInstRef,WggConst,WggLawRef,WggJud,WggPol,WggDdr,WggPubAdm,WggInstRefOth,WggDev,WggDevGen,WggRehab,WggEdu,WggHea,WggRepro,WggDevOth,WggImpl,WggImplRole,WggImplSign,WggImplOth,WggOth,Equality,Participation,Women_group,Int_Law,New_inst,Violence,Trans_Just,Inst_Reform,Dev,Imp
10,Afghanistan,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,705,Declaration of the International Conference in Support of Afghanistan (Paris Conference),2008-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,Afghanistan,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,1061,Afghanistan Compact Building on Success (London Conference),2006-02-01,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0
12,Afghanistan,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,1054,Berlin Declaration (Berlin Conference),2004-04-01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
13,Afghanistan,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,908,Communiqué of the International Conference on Reconstruction Assistance to Afghanistan (Tokyo Conference),2002-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
14,Afghanistan,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,272,Agreement on Provisional Arrangements in Afghanistan Pending the Re-establishment of Permanent Government Institutions ('Bonn Agreement'),2001-12-05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1
15,Afghanistan,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,553,Tashkent Declaration on Fundamental Principles for a Peaceful Settlement of the Conflict in Afghanistan,1999-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,Algeria,3,Algeria: Bouteflika Process,Middle East and North Africa,1595,Project de charte pour la paix et la réconciliation nationale,2005-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17,Algeria,3,Algeria: Bouteflika Process,Middle East and North Africa,1737,Civil Harmony Act,1999-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18,Algeria,3,Algeria: Bouteflika Process,Middle East and North Africa,1255,Plate-forme de l'entente nationale,1996-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
19,Algeria,3,Algeria: Bouteflika Process,Middle East and North Africa,1044,Plate-forme pour une solution politique et pacifique de la crise algérienne (Plate-forme de Rome),1995-01-13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
20,Angola,4,Angola: UNITA process,Africa (excl MENA),978,Luena Memorandum of Understanding (Addendum to the Lusaka Protocol for the Cessation of Hostilities and the Resolution of the Outstanding Military Issues under the Lusaka Protocol),2002-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,Angola/Burundi/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes),6,African Great Lakes: Regional Process,Africa (excl MENA),668,"Pact on Security, Stability, and Development in the Great Lakes Region",2006-12-15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
22,Angola/Burundi/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes),6,African Great Lakes: Regional Process,Africa (excl MENA),349,"Dar-Es-Salaam Declaration on Peace, Security, Democracy and Development in the Great Lakes Region",2004-11-20,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
23,Angola/Burundi/Central African Republic/Democratic Republic of Congo/Republic of Congo/Rwanda/South Africa/South Sudan/Tanzania/Uganda/Zambia/(African Great Lakes),6,African Great Lakes: Regional Process,Africa (excl MENA),789,"Peace, Security and Cooperation Framework for the Democratic Republic of the Congo and the region
",2013-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24,Angola/Cabinda ,137,Cabinda process,Africa (excl MENA),1336,Memorandum of Peace and Understanding in Cabinda Province,2006-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25,Angola/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes),6,African Great Lakes: Regional Process,Africa (excl MENA),1062,Protocol of Non-aggression and Mutual Defence in the Great Lakes Region,2006-11-30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
26,Bahrain,10,Bahrain: Reform-based peace process,Middle East and North Africa,1415,"Bahrain National Dialogue Proposals, Executive Summary",2011-07-28,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
27,Bahrain,10,Bahrain: Reform-based peace process,Middle East and North Africa,1414,"Royal Order No.28 of 2011, Establishing an Independent Commission to Investigate and Report on the Events Which Occurred in Bahrain in February/March 2011",2011-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,Bahrain,10,Bahrain: Reform-based peace process,Middle East and North Africa,1437,National Action Charter of Bahrain,2001-02-15,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
29,Bangladesh/Chittagong Hill Tracts,11,Bangladesh-Chittagong Hills Tracts: peace process,Asia and Pacific,238,Agreement between the National Committee on Chittagong Hill Tracts Constituted by the Government and The Parbattya Chattagram Janasanghati Samity,1997-12-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,384,"Framework on Police Restructuring Agreement, Reform and Democratization in the Republika Srpska",1998-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,389,General Framework Agreement for Peace in Bosnia and Herzegovina (Dayton Peace Agreement),1995-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,2,"Dayton Agreement on Implementing the Federation of Bosnia and Herzegovina, Dayton",1995-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,1643,Agreement between General Smith and General Mladic,1995-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,916,"Comprehensive Ceasefire Agreement, Pleso",1994-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,1504,Comprehensive Peace Agreement (Carter Agreement),1994-12-21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,1198,Declaration Concerning the Constitution of the Federation of Bosnia and Herzegovina (with Proposed Constitution of the Federation of Bosnia and Herzegovina attached),1994-03-18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
37,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,608,Framework Agreement for the Federation (Washington Agreement or Contact Group Plan),1994-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,472,"Agreement relating to Bosnia and Herzegovina (Owen-Stoltenberg Peace Plan, or 'Invincible plan')",1993-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,606,The Vance-Owen Plan,1993-05-02,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,1621,Release of all civilian prisoners and cleaning up of the battle field,1993-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,1475,Geneva Agreement on humanitarian principles,1992-05-22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,Bosnia and Herzegovina/Yugoslavia (former),125,Bosnia peace process,Europe and Eurasia,1469,Sarajevo Declaration on the Humanitarian Treatment of Displaced Persons,1992-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),713,Déclaration du Directoire Politique du processus de paix au Burundi sur le processus de mise en oeuvre des décisions conjointes prises à Pretoria,2009-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
44,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),336,Comprehensive Ceasefire Agreement between the Government of the Republic of Burundi and the Palipehutu - FNL,2006-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),702,"Dar-es-Salaam Agreement on Principles Towards lasting Peace, Security, and Stability in Burundi",2006-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),1421,Constitution of 18 March 2005,2005-03-18,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
47,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),202,Accord de Partage de Pouvoir au Burundi,2004-08-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
48,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),565,Forces Technical Agreement between the Transitional Government of the Republic of Burundi and the CNDD-FDD,2003-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),321,Ceasefire Agreement between the Transitional Government of Burundi and the Conseil National pour la Defence de la Democratie-Forces pour la Defense de la Democratie,2002-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),1425,Constitution de transition du 28 octobre 2001,2001-10-28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1
51,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),306,Arusha Peace and Reconciliation Agreement for Burundi,2000-08-28,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
52,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),380,Declaration by the Participants to the Peace Negotiations in Burundi,1998-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
53,Burundi,16,Burundi: Arusha and related peace process,Africa (excl MENA),303,Agreement Embodying a Convention on Governance between the Forces for Democratic Change and the Political Parties of the Opposition,1994-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,Cambodia,17,Cambodian peace process,Asia and Pacific,252,Agreement on a Comprehensive Political Settlement of the Cambodia Conflict (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords),1991-10-23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,Cambodia,17,Cambodian peace process,Asia and Pacific,1332,Statement of the Five Permanent Members of the Security Council of the United Nations on Cambodia Incorporating the Framework for a Comprehensive Political Settlement of the Cambodia Conflict,1990-08-28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
56,Central African Republic,155,CAR: Local Processes,Africa (excl MENA),2194,Compte Rendu des Activities du Comite de Suivi de L'Accord de Paix a Bangassou,2019-03-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,Central African Republic,154,CAR: African Initiative (and related) Process,Africa (excl MENA),2147,Political Agreement for Peace and Reconciliation in the Central African Republic (Khartoum Accord),2019-02-05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
58,Central African Republic,155,CAR: Local Processes,Africa (excl MENA),2211,P'Comite de Suivi de la Accord de Paix et de Reconciliation Bangassou,2018-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Central African Republic,155,CAR: Local Processes,Africa (excl MENA),2199,Accord de la Paix Locale,2018-10-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,Central African Republic,155,CAR: Local Processes,Africa (excl MENA),2190,Recommandations,2018-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Central African Republic,155,CAR: Local Processes,Africa (excl MENA),2196,Pacte de Non-Agression et de la Libre Circulation dans La Commune de Ndenga,2017-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
